Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
25, HS-grad,9, Never-married, Not-in-family, Male,0,50
56, Bachelors,13, Married-civ-spouse, Husband, Male,5178,44
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,39
47, HS-grad,9, Divorced, Not-in-family, Male,4650,40
36, Bachelors,13, Married-civ-spouse, Husband, Male,3103,42
31, HS-grad,9, Never-married, Not-in-family, Female,0,60
23, HS-grad,9, Married-civ-spouse, Other-relative, Female,0,35
45, 10th,6, Married-civ-spouse, Husband, Male,0,60
42, HS-grad,9, Never-married, Unmarried, Female,0,35
33, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
25, Some-college,10, Never-married, Not-in-family, Male,0,42
33, Masters,14, Never-married, Not-in-family, Female,0,32
22, 9th,5, Never-married, Own-child, Male,0,40
30, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
46, Assoc-acdm,12, Married-civ-spouse, Husband, Male,15024,50
37, 7th-8th,4, Never-married, Own-child, Female,0,25
47, Bachelors,13, Married-civ-spouse, Husband, Male,2885,65
36, Some-college,10, Married-civ-spouse, Husband, Male,0,60
34, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
20, HS-grad,9, Never-married, Unmarried, Female,0,45
57, Some-college,10, Married-civ-spouse, Husband, Male,0,40
19, Some-college,10, Never-married, Own-child, Male,0,20
45, 12th,8, Married-civ-spouse, Husband, Male,7688,40
55, 10th,6, Married-civ-spouse, Husband, Male,0,40
60, Some-college,10, Married-civ-spouse, Husband, Male,0,40
19, HS-grad,9, Never-married, Not-in-family, Male,0,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
20, HS-grad,9, Never-married, Own-child, Female,0,30
26, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
27, Masters,14, Married-civ-spouse, Husband, Male,0,55
49, 11th,7, Married-civ-spouse, Husband, Male,0,50
34, Bachelors,13, Never-married, Not-in-family, Male,0,50
30, Assoc-voc,11, Never-married, Not-in-family, Male,0,40
28, Bachelors,13, Never-married, Unmarried, Male,0,50
28, 11th,7, Married-civ-spouse, Husband, Male,0,50
26, Some-college,10, Never-married, Not-in-family, Male,0,40
40, Some-college,10, Married-civ-spouse, Husband, Male,0,55
18, 12th,8, Never-married, Not-in-family, Female,0,30
36, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
26, Bachelors,13, Never-married, Own-child, Female,0,40
24, HS-grad,9, Never-married, Own-child, Female,0,45
20, Some-college,10, Never-married, Own-child, Female,0,40
27, Bachelors,13, Separated, Own-child, Male,0,50
37, Masters,14, Married-civ-spouse, Husband, Male,0,40
28, HS-grad,9, Never-married, Not-in-family, Male,0,40
23, HS-grad,9, Never-married, Not-in-family, Male,0,48
22, HS-grad,9, Never-married, Own-child, Male,0,20
31, 10th,6, Never-married, Not-in-family, Male,0,40
46, Bachelors,13, Divorced, Unmarried, Female,0,40
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
43, 9th,5, Never-married, Unmarried, Female,0,40
43, Some-college,10, Divorced, Not-in-family, Female,0,40
20, Some-college,10, Never-married, Own-child, Male,0,40
22, Some-college,10, Never-married, Not-in-family, Female,0,35
35, Some-college,10, Divorced, Unmarried, Female,0,40
29, Bachelors,13, Never-married, Not-in-family, Male,0,40
25, HS-grad,9, Never-married, Not-in-family, Male,0,35
54, 10th,6, Married-civ-spouse, Husband, Male,0,40
23, Some-college,10, Married-civ-spouse, Own-child, Female,0,16
36, 5th-6th,3, Separated, Unmarried, Female,0,35
46, 9th,5, Divorced, Unmarried, Female,0,40
41, Some-college,10, Divorced, Not-in-family, Female,0,50
31, HS-grad,9, Never-married, Own-child, Male,0,40
18, HS-grad,9, Never-married, Own-child, Male,0,25
46, Some-college,10, Never-married, Not-in-family, Female,0,40
31, 11th,7, Never-married, Not-in-family, Male,0,40
21, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
21, 9th,5, Never-married, Unmarried, Male,0,35
44, Some-college,10, Divorced, Unmarried, Female,0,46
54, 11th,7, Divorced, Own-child, Female,0,50
36, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
50, Bachelors,13, Never-married, Not-in-family, Male,0,50
26, Bachelors,13, Never-married, Unmarried, Female,0,35
36, HS-grad,9, Never-married, Own-child, Male,0,37
21, 10th,6, Never-married, Not-in-family, Female,0,35
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
34, HS-grad,9, Never-married, Not-in-family, Female,0,40
51, HS-grad,9, Married-spouse-absent, Not-in-family, Male,0,45
43, Some-college,10, Married-civ-spouse, Husband, Male,0,40
37, HS-grad,9, Never-married, Not-in-family, Male,0,30
39, Some-college,10, Married-civ-spouse, Husband, Male,0,50
26, HS-grad,9, Never-married, Own-child, Male,0,36
68, HS-grad,9, Married-civ-spouse, Husband, Male,3818,40
46, Prof-school,15, Divorced, Not-in-family, Male,0,40
21, HS-grad,9, Never-married, Own-child, Male,0,37
23, Some-college,10, Never-married, Own-child, Female,0,20
17, 10th,6, Married-civ-spouse, Own-child, Female,0,30
34, HS-grad,9, Widowed, Unmarried, Male,0,15
33, Assoc-acdm,12, Never-married, Not-in-family, Female,0,40
31, Assoc-acdm,12, Separated, Not-in-family, Male,0,45
21, HS-grad,9, Never-married, Own-child, Female,0,40
45, HS-grad,9, Divorced, Not-in-family, Female,0,40
26, 10th,6, Divorced, Not-in-family, Female,0,30
41, 11th,7, Widowed, Unmarried, Female,0,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
25, Assoc-acdm,12, Divorced, Own-child, Female,0,25
44, Assoc-voc,11, Never-married, Unmarried, Male,0,40
57, Some-college,10, Never-married, Not-in-family, Male,0,42
24, Some-college,10, Married-civ-spouse, Husband, Male,0,40
38, Bachelors,13, Never-married, Not-in-family, Female,0,50
33, 7th-8th,4, Divorced, Not-in-family, Male,2176,35
25, Some-college,10, Never-married, Own-child, Female,0,40
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,84
35, HS-grad,9, Married-civ-spouse, Husband, Male,5178,50
36, Bachelors,13, Divorced, Not-in-family, Male,0,55
27, Some-college,10, Never-married, Own-child, Female,0,40
22, Assoc-voc,11, Never-married, Own-child, Male,0,50
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
90, Masters,14, Never-married, Own-child, Female,0,40
39, HS-grad,9, Separated, Other-relative, Male,0,40
39, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
19, Some-college,10, Never-married, Own-child, Female,0,4
19, 10th,6, Never-married, Not-in-family, Male,0,40
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
38, Some-college,10, Married-civ-spouse, Husband, Male,0,45
44, 5th-6th,3, Married-civ-spouse, Husband, Male,0,40
22, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
73, Assoc-voc,11, Widowed, Not-in-family, Male,25124,60
41, HS-grad,9, Never-married, Not-in-family, Male,0,40
25, HS-grad,9, Never-married, Not-in-family, Male,0,50
47, Bachelors,13, Divorced, Not-in-family, Male,0,51
36, Bachelors,13, Married-civ-spouse, Wife, Female,0,35
36, 1st-4th,2, Widowed, Other-relative, Female,0,20
37, 11th,7, Divorced, Not-in-family, Male,0,65
53, Some-college,10, Married-civ-spouse, Husband, Male,0,40
30, Bachelors,13, Never-married, Not-in-family, Female,4787,45
53, Bachelors,13, Married-civ-spouse, Husband, Male,0,55
23, Some-college,10, Never-married, Own-child, Male,0,32
28, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,20
33, Bachelors,13, Never-married, Not-in-family, Female,0,50
27, HS-grad,9, Never-married, Other-relative, Female,0,32
52, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
31, Some-college,10, Married-civ-spouse, Husband, Male,0,55
27, Assoc-acdm,12, Never-married, Not-in-family, Female,0,40
44, HS-grad,9, Married-civ-spouse, Wife, Female,3137,30
39, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
18, 12th,8, Never-married, Own-child, Female,0,20
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
49, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
35, HS-grad,9, Divorced, Unmarried, Female,0,36
43, HS-grad,9, Married-civ-spouse, Husband, Male,0,99
43, Prof-school,15, Married-civ-spouse, Husband, Male,99999,60
31, Some-college,10, Married-civ-spouse, Husband, Male,0,40
27, Bachelors,13, Never-married, Not-in-family, Male,0,40
54, HS-grad,9, Married-civ-spouse, Husband, Male,0,44
37, Some-college,10, Married-civ-spouse, Husband, Male,0,40
26, Some-college,10, Never-married, Not-in-family, Male,0,20
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
26, HS-grad,9, Never-married, Own-child, Female,0,40
35, HS-grad,9, Married-AF-spouse, Wife, Female,0,40
48, HS-grad,9, Divorced, Unmarried, Female,0,40
38, 12th,8, Married-civ-spouse, Husband, Male,7688,40
44, HS-grad,9, Married-spouse-absent, Not-in-family, Male,0,32
30, Assoc-voc,11, Separated, Unmarried, Female,0,40
41, 1st-4th,2, Married-civ-spouse, Husband, Male,0,40
48, Bachelors,13, Divorced, Not-in-family, Male,0,47
55, HS-grad,9, Divorced, Not-in-family, Female,0,37
41, 11th,7, Married-civ-spouse, Husband, Male,0,50
52, HS-grad,9, Married-civ-spouse, Husband, Male,0,36
47, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
40, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
45, HS-grad,9, Divorced, Not-in-family, Female,0,40
39, 10th,6, Never-married, Unmarried, Female,0,25
56, Some-college,10, Never-married, Not-in-family, Female,0,40
47, HS-grad,9, Separated, Other-relative, Female,0,40
35, Some-college,10, Married-civ-spouse, Wife, Female,0,40
25, Some-college,10, Married-civ-spouse, Husband, Male,0,40
59, Bachelors,13, Married-civ-spouse, Husband, Male,0,37
63, 7th-8th,4, Married-civ-spouse, Husband, Male,0,60
32, Some-college,10, Married-spouse-absent, Not-in-family, Female,0,37
27, HS-grad,9, Never-married, Not-in-family, Female,0,52
21, 12th,8, Never-married, Own-child, Male,0,32
65, HS-grad,9, Widowed, Unmarried, Female,0,40
50, Some-college,10, Married-civ-spouse, Husband, Male,0,45
20, Some-college,10, Never-married, Own-child, Female,0,13
29, Assoc-voc,11, Never-married, Not-in-family, Male,0,40
50, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,50
43, 10th,6, Married-civ-spouse, Husband, Male,0,40
23, Bachelors,13, Never-married, Not-in-family, Female,0,40
41, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
21, HS-grad,9, Never-married, Own-child, Male,0,24
33, HS-grad,9, Married-civ-spouse, Wife, Female,0,20
52, Some-college,10, Divorced, Unmarried, Female,0,45
47, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
34, Some-college,10, Married-civ-spouse, Husband, Male,0,40
39, Some-college,10, Married-civ-spouse, Husband, Male,0,40
31, Some-college,10, Divorced, Not-in-family, Female,0,15
45, Some-college,10, Divorced, Not-in-family, Female,0,45
34, HS-grad,9, Never-married, Not-in-family, Male,4416,30
27, 11th,7, Married-spouse-absent, Own-child, Male,0,35
37, HS-grad,9, Divorced, Unmarried, Female,0,40
20, HS-grad,9, Never-married, Own-child, Female,0,20
32, Bachelors,13, Never-married, Not-in-family, Male,13550,48
24, 1st-4th,2, Never-married, Not-in-family, Male,0,55
39, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
18, Some-college,10, Never-married, Own-child, Female,0,30
24, Bachelors,13, Separated, Not-in-family, Female,0,40
37, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
46, Bachelors,13, Widowed, Not-in-family, Female,0,25
44, HS-grad,9, Divorced, Not-in-family, Male,0,40
53, HS-grad,9, Never-married, Not-in-family, Male,0,48
25, Bachelors,13, Never-married, Own-child, Male,0,35
44, Prof-school,15, Married-civ-spouse, Husband, Male,0,45
24, Bachelors,13, Never-married, Not-in-family, Male,0,50
61, HS-grad,9, Married-civ-spouse, Husband, Male,0,20
48, Bachelors,13, Married-civ-spouse, Husband, Male,15024,45
68, Bachelors,13, Married-civ-spouse, Husband, Male,20051,40
24, HS-grad,9, Divorced, Own-child, Female,0,40
55, Some-college,10, Divorced, Unmarried, Female,0,38
46, Assoc-acdm,12, Divorced, Unmarried, Female,0,38
58, Bachelors,13, Divorced, Not-in-family, Male,0,38
56, HS-grad,9, Widowed, Unmarried, Female,0,40
24, Bachelors,13, Never-married, Unmarried, Male,0,40
51, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
47, Prof-school,15, Married-civ-spouse, Husband, Male,15024,55
17, 11th,7, Never-married, Other-relative, Female,0,10
21, 10th,6, Never-married, Unmarried, Female,0,40
45, Bachelors,13, Never-married, Not-in-family, Female,0,40
42, HS-grad,9, Married-civ-spouse, Husband, Male,5178,50
56, 12th,8, Widowed, Unmarried, Female,0,40
39, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
31, 7th-8th,4, Never-married, Not-in-family, Female,0,40
44, Some-college,10, Married-civ-spouse, Husband, Male,0,45
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
25, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
38, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
28, HS-grad,9, Never-married, Own-child, Female,0,40
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
23, Assoc-voc,11, Never-married, Own-child, Male,0,20
52, Some-college,10, Never-married, Not-in-family, Male,0,37
27, HS-grad,9, Never-married, Not-in-family, Male,0,40
47, Some-college,10, Married-civ-spouse, Husband, Male,7688,55
21, HS-grad,9, Never-married, Not-in-family, Female,0,40
61, Some-college,10, Married-civ-spouse, Husband, Male,0,40
32, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
21, Some-college,10, Never-married, Not-in-family, Male,0,40
63, 12th,8, Married-civ-spouse, Husband, Male,0,40
34, Some-college,10, Married-civ-spouse, Husband, Male,0,42
44, HS-grad,9, Divorced, Unmarried, Female,0,33
26, Bachelors,13, Never-married, Not-in-family, Male,0,35
36, Masters,14, Married-civ-spouse, Husband, Male,0,50
39, Bachelors,13, Never-married, Not-in-family, Male,0,40
52, HS-grad,9, Married-civ-spouse, Husband, Male,0,8
42, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
31, Bachelors,13, Never-married, Not-in-family, Male,0,40
30, Some-college,10, Never-married, Unmarried, Male,0,40
23, Some-college,10, Never-married, Own-child, Female,0,25
39, Bachelors,13, Married-civ-spouse, Husband, Male,3137,40
38, 10th,6, Divorced, Not-in-family, Female,0,40
21, Some-college,10, Never-married, Not-in-family, Female,0,38
34, Bachelors,13, Never-married, Not-in-family, Female,0,40
47, HS-grad,9, Never-married, Not-in-family, Female,0,40
36, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
27, HS-grad,9, Never-married, Not-in-family, Male,0,99
56, Bachelors,13, Never-married, Not-in-family, Female,2907,52
57, HS-grad,9, Widowed, Unmarried, Female,0,30
43, HS-grad,9, Divorced, Not-in-family, Male,0,35
53, HS-grad,9, Divorced, Not-in-family, Female,0,40
58, HS-grad,9, Divorced, Not-in-family, Female,0,24
19, 12th,8, Never-married, Own-child, Male,0,40
37, HS-grad,9, Married-civ-spouse, Husband, Male,0,46
31, 7th-8th,4, Separated, Not-in-family, Female,0,40
31, Bachelors,13, Married-civ-spouse, Husband, Male,0,35
19, Some-college,10, Never-married, Own-child, Male,0,25
56, Doctorate,16, Married-civ-spouse, Husband, Male,0,50
51, 5th-6th,3, Married-civ-spouse, Other-relative, Female,0,40
62, Some-college,10, Never-married, Not-in-family, Female,0,40
43, Some-college,10, Married-civ-spouse, Husband, Male,0,50
46, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
47, Some-college,10, Married-civ-spouse, Husband, Male,99999,60
21, Some-college,10, Never-married, Own-child, Female,0,8
51, HS-grad,9, Married-civ-spouse, Husband, Male,0,48
76, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
24, Some-college,10, Never-married, Not-in-family, Male,0,39
43, Bachelors,13, Married-civ-spouse, Husband, Male,15024,50
19, 12th,8, Never-married, Own-child, Female,0,25
44, Some-college,10, Divorced, Other-relative, Female,0,45
21, Some-college,10, Never-married, Own-child, Male,0,20
40, HS-grad,9, Divorced, Not-in-family, Male,0,35
25, Some-college,10, Never-married, Own-child, Male,0,30
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
35, Assoc-voc,11, Never-married, Not-in-family, Male,0,40
19, HS-grad,9, Never-married, Own-child, Female,0,12
60, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
20, HS-grad,9, Never-married, Own-child, Male,0,40
23, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,25
18, HS-grad,9, Never-married, Own-child, Female,0,40
40, Some-college,10, Married-civ-spouse, Husband, Male,0,45
19, Some-college,10, Never-married, Own-child, Female,0,15
51, HS-grad,9, Divorced, Not-in-family, Female,0,40
18, 10th,6, Never-married, Own-child, Female,0,20
41, Some-college,10, Married-spouse-absent, Unmarried, Female,0,40
27, Some-college,10, Never-married, Own-child, Female,0,40
25, 12th,8, Married-civ-spouse, Husband, Male,0,40
73, HS-grad,9, Divorced, Not-in-family, Female,0,20
45, Some-college,10, Married-civ-spouse, Husband, Male,0,40
25, Some-college,10, Married-civ-spouse, Husband, Male,0,40
50, HS-grad,9, Married-civ-spouse, Wife, Female,0,16
44, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
49, HS-grad,9, Married-civ-spouse, Husband, Male,3103,45
20, HS-grad,9, Never-married, Not-in-family, Female,0,45
66, HS-grad,9, Widowed, Not-in-family, Female,0,18
19, Some-college,10, Never-married, Own-child, Male,0,15
60, Some-college,10, Married-civ-spouse, Husband, Male,0,55
46, Assoc-voc,11, Separated, Not-in-family, Male,0,40
42, Assoc-voc,11, Divorced, Not-in-family, Male,0,35
59, Some-college,10, Divorced, Not-in-family, Female,0,52
58, Assoc-acdm,12, Married-civ-spouse, Husband, Male,5178,60
47, HS-grad,9, Divorced, Unmarried, Female,0,40
58, Some-college,10, Married-civ-spouse, Husband, Male,0,36
19, 11th,7, Never-married, Own-child, Male,0,24
28, Some-college,10, Married-civ-spouse, Husband, Male,0,70
37, HS-grad,9, Separated, Unmarried, Female,0,40
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
36, Some-college,10, Divorced, Not-in-family, Male,0,40
45, 11th,7, Divorced, Not-in-family, Male,0,76
59, 7th-8th,4, Married-civ-spouse, Wife, Female,0,99
45, Some-college,10, Married-civ-spouse, Husband, Male,0,40
37, HS-grad,9, Divorced, Unmarried, Female,0,40
26, Some-college,10, Never-married, Not-in-family, Female,0,40
27, Bachelors,13, Never-married, Own-child, Male,0,40
22, Some-college,10, Never-married, Own-child, Male,0,40
41, HS-grad,9, Divorced, Not-in-family, Male,0,40
53, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
58, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
32, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
32, Some-college,10, Married-civ-spouse, Husband, Male,0,38
47, Masters,14, Married-civ-spouse, Wife, Female,7688,40
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
25, Some-college,10, Never-married, Not-in-family, Male,0,40
40, 10th,6, Divorced, Not-in-family, Female,0,40
44, 9th,5, Married-civ-spouse, Husband, Male,0,40
19, HS-grad,9, Never-married, Own-child, Male,0,60
42, Bachelors,13, Never-married, Not-in-family, Male,0,40
41, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
28, Doctorate,16, Never-married, Own-child, Male,0,18
17, 11th,7, Never-married, Own-child, Male,0,20
27, Assoc-voc,11, Never-married, Not-in-family, Male,0,40
40, Some-college,10, Never-married, Not-in-family, Female,0,40
23, Assoc-acdm,12, Married-civ-spouse, Wife, Female,0,25
51, 1st-4th,2, Married-civ-spouse, Husband, Male,0,54
28, HS-grad,9, Never-married, Not-in-family, Female,0,45
53, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
29, Bachelors,13, Never-married, Not-in-family, Female,0,35
19, HS-grad,9, Never-married, Not-in-family, Male,0,45
30, Bachelors,13, Married-spouse-absent, Not-in-family, Female,0,50
23, 7th-8th,4, Never-married, Own-child, Female,0,40
66, Bachelors,13, Married-civ-spouse, Husband, Male,0,15
27, 11th,7, Never-married, Not-in-family, Male,0,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
17, 12th,8, Never-married, Own-child, Male,0,15
27, HS-grad,9, Never-married, Not-in-family, Male,0,40
27, Prof-school,15, Never-married, Not-in-family, Male,0,50
64, HS-grad,9, Married-civ-spouse, Husband, Male,0,16
26, Some-college,10, Married-civ-spouse, Husband, Male,0,40
40, HS-grad,9, Separated, Unmarried, Male,0,40
40, Doctorate,16, Married-civ-spouse, Husband, Male,0,40
35, HS-grad,9, Divorced, Own-child, Female,0,40
25, Bachelors,13, Never-married, Own-child, Male,0,40
46, Some-college,10, Married-civ-spouse, Wife, Female,0,40
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
52, Some-college,10, Married-civ-spouse, Husband, Male,0,40
28, HS-grad,9, Never-married, Not-in-family, Male,0,40
17, 10th,6, Never-married, Own-child, Female,0,25
45, Bachelors,13, Divorced, Not-in-family, Male,0,40
21, Some-college,10, Never-married, Own-child, Female,1055,32
17, 11th,7, Never-married, Own-child, Male,0,15
90, Some-college,10, Divorced, Unmarried, Female,0,37
23, Some-college,10, Never-married, Not-in-family, Male,0,40
41, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
69, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
28, Some-college,10, Never-married, Not-in-family, Male,0,54
37, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,45
57, HS-grad,9, Married-civ-spouse, Husband, Male,0,30
48, HS-grad,9, Separated, Unmarried, Female,914,40
73, HS-grad,9, Widowed, Other-relative, Female,0,32
25, 5th-6th,3, Never-married, Other-relative, Male,0,40
33, Masters,14, Never-married, Not-in-family, Male,0,40
36, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
28, HS-grad,9, Married-civ-spouse, Husband, Male,3411,40
57, HS-grad,9, Divorced, Unmarried, Female,0,40
31, Some-college,10, Never-married, Unmarried, Female,0,40
32, Some-college,10, Never-married, Own-child, Female,0,40
26, HS-grad,9, Never-married, Unmarried, Female,0,40
17, 10th,6, Never-married, Own-child, Female,0,18
29, Some-college,10, Never-married, Not-in-family, Female,0,40
18, 11th,7, Never-married, Own-child, Female,0,30
20, Some-college,10, Never-married, Not-in-family, Male,0,30
56, HS-grad,9, Never-married, Not-in-family, Female,0,40
40, Some-college,10, Separated, Unmarried, Female,0,8
46, Some-college,10, Divorced, Not-in-family, Male,0,40
41, 12th,8, Married-civ-spouse, Husband, Male,0,40
53, Some-college,10, Widowed, Unmarried, Female,0,40
50, Masters,14, Married-civ-spouse, Husband, Male,0,50
23, 11th,7, Never-married, Own-child, Male,0,50
40, Bachelors,13, Married-spouse-absent, Not-in-family, Male,0,40
45, Some-college,10, Divorced, Not-in-family, Female,0,40
30, Bachelors,13, Never-married, Unmarried, Male,0,40
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
29, Bachelors,13, Never-married, Own-child, Male,0,50
22, Bachelors,13, Never-married, Not-in-family, Female,0,40
56, Bachelors,13, Divorced, Unmarried, Female,0,50
37, HS-grad,9, Married-civ-spouse, Husband, Male,3464,50
53, 7th-8th,4, Divorced, Not-in-family, Female,0,40
18, HS-grad,9, Never-married, Other-relative, Female,0,10
36, Some-college,10, Divorced, Not-in-family, Female,3325,45
31, HS-grad,9, Never-married, Not-in-family, Male,0,60
26, Bachelors,13, Married-civ-spouse, Husband, Male,0,48
18, 11th,7, Never-married, Other-relative, Female,0,20
64, 11th,7, Married-civ-spouse, Husband, Male,0,40
26, HS-grad,9, Never-married, Not-in-family, Female,0,38
53, Some-college,10, Divorced, Not-in-family, Female,0,40
27, HS-grad,9, Never-married, Other-relative, Male,0,28
32, Some-college,10, Divorced, Unmarried, Male,0,40
59, 10th,6, Married-civ-spouse, Husband, Male,0,40
44, Masters,14, Married-civ-spouse, Husband, Male,7688,55
32, HS-grad,9, Never-married, Not-in-family, Male,0,40
29, HS-grad,9, Never-married, Not-in-family, Female,0,35
48, Masters,14, Never-married, Not-in-family, Male,0,40
32, Some-college,10, Divorced, Unmarried, Female,0,30
21, HS-grad,9, Never-married, Own-child, Female,0,35
51, HS-grad,9, Separated, Other-relative, Female,0,40
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
27, Bachelors,13, Never-married, Own-child, Female,0,40
33, HS-grad,9, Divorced, Not-in-family, Female,0,40
39, Masters,14, Never-married, Not-in-family, Male,0,40
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
30, Some-college,10, Divorced, Unmarried, Female,0,40
31, 9th,5, Never-married, Own-child, Male,0,40
29, 11th,7, Never-married, Own-child, Male,0,48
37, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,45
23, Assoc-acdm,12, Never-married, Not-in-family, Male,0,40
23, Some-college,10, Never-married, Unmarried, Female,0,25
21, Some-college,10, Never-married, Not-in-family, Female,0,20
45, Bachelors,13, Never-married, Not-in-family, Male,0,40
38, HS-grad,9, Never-married, Not-in-family, Male,594,50
23, HS-grad,9, Never-married, Unmarried, Female,0,48
45, Masters,14, Married-civ-spouse, Husband, Male,15024,50
68, Assoc-acdm,12, Divorced, Not-in-family, Female,0,43
41, 12th,8, Separated, Not-in-family, Male,0,40
48, HS-grad,9, Divorced, Other-relative, Male,0,40
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
48, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
26, 9th,5, Married-civ-spouse, Husband, Male,0,45
52, Some-college,10, Married-civ-spouse, Husband, Male,3103,55
18, HS-grad,9, Never-married, Own-child, Female,0,30
22, Some-college,10, Never-married, Own-child, Female,0,30
40, Some-college,10, Married-civ-spouse, Wife, Female,7298,40
26, Some-college,10, Married-civ-spouse, Husband, Male,0,50
35, Assoc-acdm,12, Married-spouse-absent, Own-child, Female,0,36
39, Bachelors,13, Married-spouse-absent, Not-in-family, Male,0,50
41, Some-college,10, Married-civ-spouse, Husband, Male,0,45
59, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
37, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
38, Some-college,10, Married-civ-spouse, Husband, Male,0,43
33, Bachelors,13, Never-married, Not-in-family, Male,0,40
23, Assoc-acdm,12, Married-civ-spouse, Wife, Female,0,40
60, Bachelors,13, Divorced, Not-in-family, Female,8614,48
26, Bachelors,13, Never-married, Not-in-family, Female,0,45
39, HS-grad,9, Divorced, Unmarried, Female,0,50
28, Some-college,10, Never-married, Not-in-family, Female,0,40
29, 11th,7, Divorced, Unmarried, Female,0,52
43, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,50
23, Some-college,10, Never-married, Own-child, Male,0,25
32, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
45, HS-grad,9, Divorced, Not-in-family, Female,0,35
48, HS-grad,9, Divorced, Unmarried, Male,0,40
63, Bachelors,13, Never-married, Not-in-family, Male,0,40
55, HS-grad,9, Married-civ-spouse, Husband, Male,3103,40
22, Bachelors,13, Never-married, Own-child, Female,0,35
27, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,55
22, Bachelors,13, Never-married, Own-child, Female,0,15
44, HS-grad,9, Divorced, Not-in-family, Male,0,68
34, HS-grad,9, Separated, Not-in-family, Female,0,40
28, HS-grad,9, Never-married, Not-in-family, Female,0,40
40, Masters,14, Married-civ-spouse, Wife, Female,15024,24
45, Some-college,10, Married-civ-spouse, Husband, Male,0,55
